rank,time,records,disciplineName,fullName,participantCountryCode,year,time_seconds
40,0 days 00:02:07.630000,,Women 200 Butterfly,THROSSELL Brianna,AUS,2021,127.63
41,0 days 00:02:07.700000,,Women 200 Butterfly,CHIMROVA Svetlana,ROC,2021,127.7
42,0 days 00:02:07.820000,,Women 200 Butterfly,DEKKERS Elizabeth,AUS,2021,127.82
43,0 days 00:02:07.850000,,Women 200 Butterfly,YU Liyan,CHN,2021,127.85
44,0 days 00:02:07.880000,,Women 200 Butterfly,MAKINO Hiroko,JPN,2021,127.88
45,0 days 00:02:07.890000,,Women 200 Butterfly,SMITH Regan,USA,2021,127.89
46,0 days 00:02:07.900000,,Women 200 Butterfly,THOMAS Alys Margaret,GBR,2021,127.9
47,0 days 00:02:07.920000,,Women 200 Butterfly,HOOK Charlotte,USA,2021,127.92
48,0 days 00:02:07.940000,,Women 200 Butterfly,ZHU Jiaming,CHN,2021,127.94
49,0 days 00:02:07.950000,,Women 200 Butterfly,SMITH Regan,USA,2021,127.95
50,0 days 00:02:08.020000,,Women 200 Butterfly,HASEGAWA Suzuka,JPN,2021,128.02
1,0 days 00:00:21.040000,[0],Men 50 Freestyle,DRESSEL Caeleb,USA,2021,21.04
2,0 days 00:00:21.070000,"[0, 2]",Men 50 Freestyle,DRESSEL Caeleb,USA,2021,21.07
3,0 days 00:00:21.290000,,Men 50 Freestyle,DRESSEL Caeleb,USA,2021,21.29
4,0 days 00:00:21.320000,,Men 50 Freestyle,DRESSEL Caeleb,USA,2021,21.32
5,0 days 00:00:21.410000,,Men 50 Freestyle,MOROZOV Vladimir,RUS,2021,21.41
6,0 days 00:00:21.420000,,Men 50 Freestyle,DRESSEL Caeleb,USA,2021,21.42
6,0 days 00:00:21.420000,,Men 50 Freestyle,PROUD Benjamin,GBR,2021,21.42
8,0 days 00:00:21.480000,,Men 50 Freestyle,ANDREW Michael,USA,2021,21.48
9,0 days 00:00:21.510000,,Men 50 Freestyle,DRESSEL Caeleb,USA,2021,21.51
10,0 days 00:00:21.530000,,Men 50 Freestyle,MANAUDOU Florent,FRA,2021,21.53
11,0 days 00:00:21.550000,,Men 50 Freestyle,MANAUDOU Florent,FRA,2021,21.55
11,0 days 00:00:21.550000,,Men 50 Freestyle,ANDREW Michael,USA,2021,21.55
13,0 days 00:00:21.570000,,Men 50 Freestyle,FRATUS Bruno,BRA,2021,21.57
14,0 days 00:00:21.580000,[0],Men 50 Freestyle,DE BOER Thom,NED,2021,21.58
15,0 days 00:00:21.590000,,Men 50 Freestyle,MOROZOV Vladimir,RUS,2021,21.59
16,0 days 00:00:21.600000,,Men 50 Freestyle,ANDREW Michael,USA,2021,21.6
16,0 days 00:00:21.600000,,Men 50 Freestyle,FRATUS Bruno,BRA,2021,21.6
16,0 days 00:00:21.600000,,Men 50 Freestyle,GKOLOMEEV Kristian,GRE,2021,21.6
16,0 days 00:00:21.600000,,Men 50 Freestyle,GKOLOMEEV Kristian,GRE,2021,21.6
20,0 days 00:00:21.610000,,Men 50 Freestyle,LIUKKONEN Ari-Pekka,FIN,2021,21.61
21,0 days 00:00:21.620000,[0],Men 50 Freestyle,DE BOER Thom,NED,2021,21.62
22,0 days 00:00:21.640000,,Men 50 Freestyle,DE BOER Thom,NED,2021,21.64
23,0 days 00:00:21.650000,,Men 50 Freestyle,MANAUDOU Florent,FRA,2021,21.65
24,0 days 00:00:21.660000,,Men 50 Freestyle,GKOLOMEEV Kristian,GRE,2021,21.66
25,0 days 00:00:21.670000,,Men 50 Freestyle,PROUD Benjamin,GBR,2021,21.67
25,0 days 00:00:21.670000,,Men 50 Freestyle,ANDREW Michael,USA,2021,21.67
25,0 days 00:00:21.670000,,Men 50 Freestyle,FRATUS Bruno,BRA,2021,21.67
25,0 days 00:00:21.670000,,Men 50 Freestyle,MANAUDOU Florent,FRA,2021,21.67
29,0 days 00:00:21.680000,[0],Men 50 Freestyle,YU Hexin,CHN,2021,21.68
29,0 days 00:00:21.680000,,Men 50 Freestyle,PROUD Benjamin,GBR,2021,21.68
31,0 days 00:00:21.690000,,Men 50 Freestyle,DE BOER Thom,NED,2021,21.69
31,0 days 00:00:21.690000,,Men 50 Freestyle,PROUD Benjamin,GBR,2021,21.69
33,0 days 00:00:21.710000,,Men 50 Freestyle,SEELIGER Bjoern,SWE,2021,21.71
33,0 days 00:00:21.710000,,Men 50 Freestyle,FRATUS Bruno,BRA,2021,21.71
35,0 days 00:00:21.720000,,Men 50 Freestyle,GKOLOMEEV Kristian,GRE,2021,21.72
35,0 days 00:00:21.720000,,Men 50 Freestyle,PROUD Benjamin,GBR,2021,21.72
35,0 days 00:00:21.720000,,Men 50 Freestyle,ANDREW Michael,USA,2021,21.72
35,0 days 00:00:21.720000,,Men 50 Freestyle,LIUKKONEN Ari-Pekka,FIN,2021,21.72
35,0 days 00:00:21.720000,,Men 50 Freestyle,JURASZEK Pawel,POL,2021,21.72
35,0 days 00:00:21.720000,,Men 50 Freestyle,MANAUDOU Florent,FRA,2021,21.72
41,0 days 00:00:21.730000,,Men 50 Freestyle,BUKHOV Vladyslav,UKR,2021,21.73
41,0 days 00:00:21.730000,,Men 50 Freestyle,ADRIAN Nathan,USA,2021,21.73
41,0 days 00:00:21.730000,,Men 50 Freestyle,FRATUS Bruno,BRA,2021,21.73
41,0 days 00:00:21.730000,,Men 50 Freestyle,GKOLOMEEV Kristian,GRE,2021,21.73
41,0 days 00:00:21.730000,,Men 50 Freestyle,FRATUS Bruno,BRA,2021,21.73
46,0 days 00:00:21.740000,,Men 50 Freestyle,GROUSSET Maxime,FRA,2021,21.74
47,0 days 00:00:21.750000,,Men 50 Freestyle,ZAZZERI Lorenzo,ITA,2021,21.75
47,0 days 00:00:21.750000,,Men 50 Freestyle,DE BOER Thom,NED,2021,21.75
49,0 days 00:00:21.760000,,Men 50 Freestyle,DE BOER Thom,NED,2021,21.76
50,0 days 00:00:21.770000,,Men 50 Freestyle,JURASZEK Pawel,POL,2021,21.77
1,0 days 00:00:47.020000,"[0, 2]",Men 100 Freestyle,DRESSEL Caeleb,USA,2021,47.02
2,0 days 00:00:47.080000,,Men 100 Freestyle,CHALMERS Kyle,AUS,2021,47.08
3,0 days 00:00:47.110000,"[0, 256]",Men 100 Freestyle,KOLESNIKOV Kliment,ROC,2021,47.11
4,0 days 00:00:47.230000,,Men 100 Freestyle,DRESSEL Caeleb,USA,2021,47.23
5,0 days 00:00:47.260000,,Men 100 Freestyle,DRESSEL Caeleb,USA,2021,47.26
6,0 days 00:00:47.300000,"[0, 4]",Men 100 Freestyle,POPOVICI David,ROU,2021,47.3
7,0 days 00:00:47.310000,[0],Men 100 Freestyle,KOLESNIKOV Kliment,RUS,2021,47.31
8,0 days 00:00:47.370000,,Men 100 Freestyle,KOLESNIKOV Kliment,RUS,2021,47.37
9,0 days 00:00:47.390000,,Men 100 Freestyle,DRESSEL Caeleb,USA,2021,47.39
10,0 days 00:00:47.440000,,Men 100 Freestyle,KOLESNIKOV Kliment,ROC,2021,47.44
11,0 days 00:00:47.450000,[0],Men 100 Freestyle,MIRESSI Alessandro,ITA,2021,47.45
12,0 days 00:00:47.460000,,Men 100 Freestyle,MIRESSI Alessandro,ITA,2021,47.46
13,0 days 00:00:47.520000,,Men 100 Freestyle,MIRESSI Alessandro,ITA,2021,47.52
13,0 days 00:00:47.520000,,Men 100 Freestyle,GROUSSET Maxime,FRA,2021,47.52
15,0 days 00:00:47.530000,[0],Men 100 Freestyle,MIRESSI Alessandro,ITA,2021,47.53
15,0 days 00:00:47.530000,,Men 100 Freestyle,KOLESNIKOV Kliment,RUS,2021,47.53
17,0 days 00:00:47.560000,"[0, 128]",Men 100 Freestyle,HWANG Sunwoo,KOR,2021,47.56
17,0 days 00:00:47.560000,[0],Men 100 Freestyle,POPOVICI David,ROU,2021,47.56
19,0 days 00:00:47.590000,,Men 100 Freestyle,CHALMERS Kyle,AUS,2021,47.59
20,0 days 00:00:47.600000,,Men 100 Freestyle,KOLESNIKOV Kliment,RUS,2021,47.6
21,0 days 00:00:47.700000,,Men 100 Freestyle,KOLESNIKOV Kliment,RUS,2021,47.7
22,0 days 00:00:47.710000,,Men 100 Freestyle,CECCON Thomas,ITA,2021,47.71
22,0 days 00:00:47.710000,,Men 100 Freestyle,MINAKOV Andrei,ROC,2021,47.71
24,0 days 00:00:47.720000,,Men 100 Freestyle,GROUSSET Maxime,FRA,2021,47.72
24,0 days 00:00:47.720000,,Men 100 Freestyle,POPOVICI David,ROU,2021,47.72
24,0 days 00:00:47.720000,,Men 100 Freestyle,MIRESSI Alessandro,ITA,2021,47.72
24,0 days 00:00:47.720000,,Men 100 Freestyle,APPLE Zach,USA,2021,47.72
28,0 days 00:00:47.730000,,Men 100 Freestyle,DRESSEL Caeleb,USA,2021,47.73
29,0 days 00:00:47.740000,,Men 100 Freestyle,MINAKOV Andrei,RUS,2021,47.74
29,0 days 00:00:47.740000,[0],Men 100 Freestyle,MIRESSI Alessandro,ITA,2021,47.74
31,0 days 00:00:47.770000,,Men 100 Freestyle,CHALMERS Kyle,AUS,2021,47.77
31,0 days 00:00:47.770000,,Men 100 Freestyle,DRESSEL Caeleb,USA,2021,47.77
31,0 days 00:00:47.770000,,Men 100 Freestyle,MINAKOV Andrei,RUS,2021,47.77
34,0 days 00:00:47.780000,,Men 100 Freestyle,APPLE Zach,USA,2021,47.78
35,0 days 00:00:47.800000,,Men 100 Freestyle,CHALMERS Kyle,AUS,2021,47.8
36,0 days 00:00:47.810000,[0],Men 100 Freestyle,NEMETH Nandor,HUN,2021,47.81
36,0 days 00:00:47.810000,,Men 100 Freestyle,MIRESSI Alessandro,ITA,2021,47.81
38,0 days 00:00:47.820000,,Men 100 Freestyle,HWANG Sunwoo,KOR,2021,47.82
38,0 days 00:00:47.820000,,Men 100 Freestyle,GROUSSET Maxime,FRA,2021,47.82
38,0 days 00:00:47.820000,,Men 100 Freestyle,MINAKOV Andrei,RUS,2021,47.82
41,0 days 00:00:47.830000,,Men 100 Freestyle,MIRESSI Alessandro,ITA,2021,47.83
42,0 days 00:00:47.840000,[0],Men 100 Freestyle,NEMETH Nandor,HUN,2021,47.84
43,0 days 00:00:47.850000,,Men 100 Freestyle,KOLESNIKOV Kliment,RUS,2021,47.85
43,0 days 00:00:47.850000,,Men 100 Freestyle,GRINEV Vladislav,RUS,2021,47.85
45,0 days 00:00:47.860000,,Men 100 Freestyle,MIRESSI Alessandro,ITA,2021,47.86
46,0 days 00:00:47.870000,,Men 100 Freestyle,SCOTT Duncan,GBR,2021,47.87
47,0 days 00:00:47.880000,,Men 100 Freestyle,MINAKOV Andrei,RUS,2021,47.88
48,0 days 00:00:47.890000,,Men 100 Freestyle,KOLESNIKOV Kliment,ROC,2021,47.89
48,0 days 00:00:47.890000,,Men 100 Freestyle,GROUSSET Maxime,FRA,2021,47.89
48,0 days 00:00:47.890000,,Men 100 Freestyle,GRINEV Vladislav,RUS,2021,47.89
1,0 days 00:01:44.220000,[0],Men 200 Freestyle,DEAN Tom,GBR,2021,104.22
2,0 days 00:01:44.260000,,Men 200 Freestyle,SCOTT Duncan,GBR,2021,104.26
3,0 days 00:01:44.470000,[0],Men 200 Freestyle,SCOTT Duncan,GBR,2021,104.47
4,0 days 00:01:44.580000,,Men 200 Freestyle,DEAN Tom,GBR,2021,104.58
5,0 days 00:01:44.600000,,Men 200 Freestyle,SCOTT Duncan,GBR,2021,104.6
6,0 days 00:01:44.620000,"[0, 4]",Men 200 Freestyle,HWANG Sunwoo,KOR,2021,104.62
7,0 days 00:01:44.650000,[0],Men 200 Freestyle,MATSUMOTO Katsuhiro,JPN,2021,104.65
8,0 days 00:01:44.660000,[0],Men 200 Freestyle,SCHEFFER Fernando,BRA,2021,104.66
9,0 days 00:01:44.680000,[0],Men 200 Freestyle,POPOVICI David,ROU,2021,104.68
10,0 days 00:01:44.740000,,Men 200 Freestyle,SMITH Kieran,USA,2021,104.74
11,0 days 00:01:44.790000,,Men 200 Freestyle,MALYUTIN Martin,RUS,2021,104.79
12,0 days 00:01:44.960000,"[0, 4]",Men 200 Freestyle,HWANG Sunwoo,KOR,2021,104.96
13,0 days 00:01:45.010000,,Men 200 Freestyle,MALYUTIN Martin,ROC,2021,105.01
14,0 days 00:01:45.050000,[0],Men 200 Freestyle,SCHEFFER Fernando,BRA,2021,105.05
15,0 days 00:01:45.070000,,Men 200 Freestyle,SMITH Kieran,USA,2021,105.07
16,0 days 00:01:45.120000,,Men 200 Freestyle,SMITH Kieran,USA,2021,105.12
17,0 days 00:01:45.130000,[0],Men 200 Freestyle,MATSUMOTO Katsuhiro,JPN,2021,105.13
18,0 days 00:01:45.150000,,Men 200 Freestyle,MALYUTIN Martin,RUS,2021,105.15
19,0 days 00:01:45.180000,,Men 200 Freestyle,MALYUTIN Martin,RUS,2021,105.18
20,0 days 00:01:45.190000,,Men 200 Freestyle,SCOTT Duncan,GBR,2021,105.19
21,0 days 00:01:45.220000,,Men 200 Freestyle,GRAHAM Alexander,AUS,2021,105.22
22,0 days 00:01:45.240000,,Men 200 Freestyle,DEAN Tom,GBR,2021,105.24
23,0 days 00:01:45.260000,,Men 200 Freestyle,HWANG Sunwoo,KOR,2021,105.26
23,0 days 00:01:45.260000,[0],Men 200 Freestyle,POPOVICI David,ROU,2021,105.26
25,0 days 00:01:45.290000,,Men 200 Freestyle,SMITH Kieran,USA,2021,105.29
26,0 days 00:01:45.320000,,Men 200 Freestyle,RAPSYS Danas,LTU,2021,105.32
26,0 days 00:01:45.320000,,Men 200 Freestyle,POPOVICI David,ROU,2021,105.32
28,0 days 00:01:45.340000,,Men 200 Freestyle,DEAN Tom,GBR,2021,105.34
28,0 days 00:01:45.340000,,Men 200 Freestyle,DEAN Tom,GBR,2021,105.34
30,0 days 00:01:45.370000,,Men 200 Freestyle,SCOTT Duncan,GBR,2021,105.37
31,0 days 00:01:45.450000,,Men 200 Freestyle,MALYUTIN Martin,ROC,2021,105.45
32,0 days 00:01:45.480000,,Men 200 Freestyle,CHALMERS Kyle,AUS,2021,105.48
32,0 days 00:01:45.480000,,Men 200 Freestyle,MATSUMOTO Katsuhiro,JPN,2021,105.48
34,0 days 00:01:45.490000,,Men 200 Freestyle,GIREV Ivan,RUS,2021,105.49
35,0 days 00:01:45.500000,,Men 200 Freestyle,MALYUTIN Martin,ROC,2021,105.5
36,0 days 00:01:45.530000,,Men 200 Freestyle,HWANG Sunwoo,KOR,2021,105.53
37,0 days 00:01:45.550000,,Men 200 Freestyle,WINNINGTON Elijah,AUS,2021,105.55
38,0 days 00:01:45.600000,,Men 200 Freestyle,MALYUTIN Martin,RUS,2021,105.6
39,0 days 00:01:45.660000,,Men 200 Freestyle,HAAS Townley,USA,2021,105.66
40,0 days 00:01:45.680000,,Men 200 Freestyle,POPOVICI David,ROU,2021,105.68
40,0 days 00:01:45.680000,,Men 200 Freestyle,GIREV Ivan,RUS,2021,105.68
42,0 days 00:01:45.690000,,Men 200 Freestyle,MALYUTIN Martin,ROC,2021,105.69
43,0 days 00:01:45.700000,,Men 200 Freestyle,NEILL Thomas,AUS,2021,105.7
43,0 days 00:01:45.700000,[0],Men 200 Freestyle,AUBOECK Felix,AUT,2021,105.7
45,0 days 00:01:45.710000,,Men 200 Freestyle,SCHEFFER Fernando,BRA,2021,105.71
45,0 days 00:01:45.710000,,Men 200 Freestyle,GRAHAM Alexander,AUS,2021,105.71
47,0 days 00:01:45.720000,,Men 200 Freestyle,DEAN Tom,GBR,2021,105.72
47,0 days 00:01:45.720000,,Men 200 Freestyle,GRAHAM Alexander,AUS,2021,105.72
47,0 days 00:01:45.720000,,Men 200 Freestyle,RAPSYS Danas,LTU,2021,105.72
50,0 days 00:01:45.740000,,Men 200 Freestyle,NEILL Thomas,AUS,2021,105.74
1,0 days 00:00:51.980000,"[0, 256]",Men 100 Backstroke,RYLOV Evgeny,ROC,2021,51.98
2,0 days 00:00:52,,Men 100 Backstroke,KOLESNIKOV Kliment,ROC,2021,52.0
3,0 days 00:00:52.120000,[0],Men 100 Backstroke,RYLOV Evgeny,RUS,2021,52.12
4,0 days 00:00:52.130000,,Men 100 Backstroke,KOLESNIKOV Kliment,RUS,2021,52.13
5,0 days 00:00:52.150000,,Men 100 Backstroke,KOLESNIKOV Kliment,ROC,2021,52.15
6,0 days 00:00:52.190000,,Men 100 Backstroke,MURPHY Ryan,USA,2021,52.19
7,0 days 00:00:52.220000,,Men 100 Backstroke,MURPHY Ryan,USA,2021,52.22
8,0 days 00:00:52.240000,,Men 100 Backstroke,MURPHY Ryan,USA,2021,52.24
8,0 days 00:00:52.240000,,Men 100 Backstroke,KOLESNIKOV Kliment,RUS,2021,52.24
10,0 days 00:00:52.290000,,Men 100 Backstroke,KOLESNIKOV Kliment,ROC,2021,52.29
11,0 days 00:00:52.300000,[0],Men 100 Backstroke,CECCON Thomas,ITA,2021,52.3
12,0 days 00:00:52.310000,,Men 100 Backstroke,MURPHY Ryan,USA,2021,52.31
13,0 days 00:00:52.320000,,Men 100 Backstroke,KOLESNIKOV Kliment,RUS,2021,52.32
14,0 days 00:00:52.330000,,Men 100 Backstroke,MURPHY Ryan,USA,2021,52.33
15,0 days 00:00:52.420000,[0],Men 100 Backstroke,KOLESNIKOV Kliment,RUS,2021,52.42
16,0 days 00:00:52.440000,[0],Men 100 Backstroke,KOLESNIKOV Kliment,RUS,2021,52.44
17,0 days 00:00:52.480000,,Men 100 Backstroke,ARMSTRONG Hunter,USA,2021,52.48
18,0 days 00:00:52.490000,[0],Men 100 Backstroke,CECCON Thomas,ITA,2021,52.49
19,0 days 00:00:52.510000,,Men 100 Backstroke,XU Jiayu,CHN,2021,52.51
20,0 days 00:00:52.520000,,Men 100 Backstroke,CECCON Thomas,ITA,2021,52.52
21,0 days 00:00:52.630000,,Men 100 Backstroke,KOLESNIKOV Kliment,RUS,2021,52.63
22,0 days 00:00:52.670000,,Men 100 Backstroke,ARMSTRONG Hunter,USA,2021,52.67
23,0 days 00:00:52.700000,,Men 100 Backstroke,XU Jiayu,CHN,2021,52.7
24,0 days 00:00:52.740000,,Men 100 Backstroke,RYLOV Evgeny,RUS,2021,52.74
25,0 days 00:00:52.760000,,Men 100 Backstroke,LARKIN Mitchell,AUS,2021,52.76
25,0 days 00:00:52.760000,,Men 100 Backstroke,CASAS Shaine,USA,2021,52.76
27,0 days 00:00:52.770000,,Men 100 Backstroke,XU Jiayu,CHN,2021,52.77
27,0 days 00:00:52.770000,,Men 100 Backstroke,NDOYE-BROUARD Yohann,FRA,2021,52.77
27,0 days 00:00:52.770000,,Men 100 Backstroke,CASAS Shaine,USA,2021,52.77
27,0 days 00:00:52.770000,[0],Men 100 Backstroke,CHRISTOU Apostolos,GRE,2021,52.77
31,0 days 00:00:52.780000,,Men 100 Backstroke,GONZALEZ Hugo,ESP,2021,52.78
31,0 days 00:00:52.780000,,Men 100 Backstroke,CECCON Thomas,ITA,2021,52.78
33,0 days 00:00:52.790000,,Men 100 Backstroke,LARKIN Mitchell,AUS,2021,52.79
34,0 days 00:00:52.820000,,Men 100 Backstroke,RYLOV Evgeny,ROC,2021,52.82
34,0 days 00:00:52.820000,,Men 100 Backstroke,XU Jiayu,CHN,2021,52.82
36,0 days 00:00:52.860000,,Men 100 Backstroke,RESS Justin,USA,2021,52.86
36,0 days 00:00:52.860000,,Men 100 Backstroke,TOMAC Mewen,FRA,2021,52.86
38,0 days 00:00:52.870000,,Men 100 Backstroke,MEFFORD Bryce,USA,2021,52.87
39,0 days 00:00:52.880000,[0],Men 100 Backstroke,GLINTA Robert,ROU,2021,52.88
39,0 days 00:00:52.880000,,Men 100 Backstroke,XU Jiayu,CHN,2021,52.88
41,0 days 00:00:52.900000,,Men 100 Backstroke,GONZALEZ Hugo,ESP,2021,52.9
42,0 days 00:00:52.910000,,Men 100 Backstroke,RYLOV Evgeny,ROC,2021,52.91
42,0 days 00:00:52.910000,,Men 100 Backstroke,MEFFORD Bryce,USA,2021,52.91
44,0 days 00:00:52.930000,,Men 100 Backstroke,TARASEVICH Grigory,RUS,2021,52.93
45,0 days 00:00:52.940000,,Men 100 Backstroke,XU Jiayu,CHN,2021,52.94
45,0 days 00:00:52.940000,,Men 100 Backstroke,XU Jiayu,CHN,2021,52.94
47,0 days 00:00:52.950000,,Men 100 Backstroke,GLINTA Robert,ROU,2021,52.95
47,0 days 00:00:52.950000,,Men 100 Backstroke,MURPHY Ryan,USA,2021,52.95
49,0 days 00:00:52.960000,,Men 100 Backstroke,NDOYE-BROUARD Yohann,FRA,2021,52.96
50,0 days 00:00:52.970000,,Men 100 Backstroke,LARKIN Mitchell,AUS,2021,52.97
1,0 days 00:01:53.230000,"[0, 256]",Men 200 Backstroke,RYLOV Evgeny,RUS,2021,113.23
2,0 days 00:01:53.270000,"[0, 2]",Men 200 Backstroke,RYLOV Evgeny,ROC,2021,113.27
3,0 days 00:01:54.150000,,Men 200 Backstroke,MURPHY Ryan,USA,2021,114.15
4,0 days 00:01:54.200000,,Men 200 Backstroke,MURPHY Ryan,USA,2021,114.2
5,0 days 00:01:54.380000,,Men 200 Backstroke,LARKIN Mitchell,AUS,2021,114.38
6,0 days 00:01:54.430000,[0],Men 200 Backstroke,GREENBANK Luke,GBR,2021,114.43
7,0 days 00:01:54.450000,,Men 200 Backstroke,RYLOV Evgeny,ROC,2021,114.45
8,0 days 00:01:54.460000,,Men 200 Backstroke,RYLOV Evgeny,RUS,2021,114.46
9,0 days 00:01:54.620000,,Men 200 Backstroke,GREENBANK Luke,GBR,2021,114.62
10,0 days 00:01:54.630000,,Men 200 Backstroke,GREENBANK Luke,GBR,2021,114.63
11,0 days 00:01:54.670000,[0],Men 200 Backstroke,GREENBANK Luke,GBR,2021,114.67
12,0 days 00:01:54.720000,,Men 200 Backstroke,GREENBANK Luke,GBR,2021,114.72
13,0 days 00:01:54.790000,,Men 200 Backstroke,MEFFORD Bryce,USA,2021,114.79
14,0 days 00:01:54.980000,,Men 200 Backstroke,GREENBANK Luke,GBR,2021,114.98
15,0 days 00:01:55.110000,,Men 200 Backstroke,RYLOV Evgeny,RUS,2021,115.11
16,0 days 00:01:55.340000,,Men 200 Backstroke,RYLOV Evgeny,RUS,2021,115.34
17,0 days 00:01:55.380000,,Men 200 Backstroke,MURPHY Ryan,USA,2021,115.38
18,0 days 00:01:55.490000,,Men 200 Backstroke,MEFFORD Bryce,USA,2021,115.49
19,0 days 00:01:55.520000,,Men 200 Backstroke,IRIE Ryosuke,JPN,2021,115.52
20,0 days 00:01:55.600000,,Men 200 Backstroke,MURPHY Ryan,USA,2021,115.6
21,0 days 00:01:55.740000,,Men 200 Backstroke,RYLOV Evgeny,RUS,2021,115.74
22,0 days 00:01:55.860000,,Men 200 Backstroke,KATZ Austin,USA,2021,115.86
23,0 days 00:01:55.970000,,Men 200 Backstroke,IRIE Ryosuke,JPN,2021,115.97
24,0 days 00:01:56.020000,,Men 200 Backstroke,RYLOV Evgeny,ROC,2021,116.02
25,0 days 00:01:56.060000,,Men 200 Backstroke,MURPHY Ryan,USA,2021,116.06
26,0 days 00:01:56.100000,[0],Men 200 Backstroke,NDOYE-BROUARD Yohann,FRA,2021,116.1
27,0 days 00:01:56.140000,,Men 200 Backstroke,MURPHY Ryan,USA,2021,116.14
28,0 days 00:01:56.150000,,Men 200 Backstroke,TELEGDY Adam,HUN,2021,116.15
29,0 days 00:01:56.170000,,Men 200 Backstroke,TELEGDY Adam,HUN,2021,116.17
30,0 days 00:01:56.190000,,Men 200 Backstroke,TELEGDY Adam,HUN,2021,116.19
31,0 days 00:01:56.220000,,Men 200 Backstroke,SUNAMA Keita,JPN,2021,116.22
32,0 days 00:01:56.260000,,Men 200 Backstroke,KATZ Austin,USA,2021,116.26
33,0 days 00:01:56.270000,,Men 200 Backstroke,MURPHY Ryan,USA,2021,116.27
34,0 days 00:01:56.330000,[0],Men 200 Backstroke,MITYUKOV Roman,SUI,2021,116.33
34,0 days 00:01:56.330000,,Men 200 Backstroke,GREENBANK Luke,GBR,2021,116.33
36,0 days 00:01:56.350000,,Men 200 Backstroke,GARCIA SAIZ Nicolas,ESP,2021,116.35
37,0 days 00:01:56.370000,,Men 200 Backstroke,MEFFORD Bryce,USA,2021,116.37
37,0 days 00:01:56.370000,,Men 200 Backstroke,MEFFORD Bryce,USA,2021,116.37
37,0 days 00:01:56.370000,,Men 200 Backstroke,NDOYE-BROUARD Yohann,FRA,2021,116.37
37,0 days 00:01:56.370000,,Men 200 Backstroke,MITYUKOV Roman,SUI,2021,116.37
41,0 days 00:01:56.390000,,Men 200 Backstroke,KAWECKI Radoslaw,POL,2021,116.39
42,0 days 00:01:56.400000,,Men 200 Backstroke,HOLLARD Tristan Jason,AUS,2021,116.4
43,0 days 00:01:56.420000,,Men 200 Backstroke,HERLEM Antoine,FRA,2021,116.42
44,0 days 00:01:56.440000,,Men 200 Backstroke,HOLLARD Tristan Jason,AUS,2021,116.44
45,0 days 00:01:56.520000,,Men 200 Backstroke,IRIE Ryosuke,JPN,2021,116.52
46,0 days 00:01:56.570000,,Men 200 Backstroke,MEFFORD Bryce,USA,2021,116.57
47,0 days 00:01:56.590000,,Men 200 Backstroke,RESTIVO Matteo,ITA,2021,116.59
48,0 days 00:01:56.620000,,Men 200 Backstroke,HAGINO Kosuke,JPN,2021,116.62
49,0 days 00:01:56.630000,,Men 200 Backstroke,HERLEM Antoine,FRA,2021,116.63
50,0 days 00:01:56.660000,[0],Men 200 Backstroke,CEJKA Jan,CZE,2021,116.66
1,0 days 00:00:57.370000,,Men 100 Breaststroke,PEATY Adam,GBR,2021,57.37
2,0 days 00:00:57.390000,,Men 100 Breaststroke,PEATY Adam,GBR,2021,57.39
3,0 days 00:00:57.560000,,Men 100 Breaststroke,PEATY Adam,GBR,2021,57.56
4,0 days 00:00:57.630000,,Men 100 Breaststroke,PEATY Adam,GBR,2021,57.63
5,0 days 00:00:57.660000,,Men 100 Breaststroke,PEATY Adam,GBR,2021,57.66
6,0 days 00:00:57.670000,,Men 100 Breaststroke,PEATY Adam,GBR,2021,57.67
7,0 days 00:00:57.700000,,Men 100 Breaststroke,PEATY Adam,GBR,2021,57.7
8,0 days 00:00:57.800000,[0],Men 100 Breaststroke,KAMMINGA Arno,NED,2021,57.8
9,0 days 00:00:58,,Men 100 Breaststroke,KAMMINGA Arno,NED,2021,58.0
10,0 days 00:00:58.100000,[0],Men 100 Breaststroke,KAMMINGA Arno,NED,2021,58.1
11,0 days 00:00:58.140000,"[0, 64]",Men 100 Breaststroke,ANDREW Michael,USA,2021,58.14
12,0 days 00:00:58.180000,,Men 100 Breaststroke,KAMMINGA Arno,NED,2021,58.18
13,0 days 00:00:58.190000,,Men 100 Breaststroke,KAMMINGA Arno,NED,2021,58.19
13,0 days 00:00:58.190000,,Men 100 Breaststroke,ANDREW Michael,USA,2021,58.19
15,0 days 00:00:58.220000,,Men 100 Breaststroke,PEATY Adam,GBR,2021,58.22
16,0 days 00:00:58.260000,,Men 100 Breaststroke,PEATY Adam,GBR,2021,58.26
17,0 days 00:00:58.280000,[0],Men 100 Breaststroke,MARTINENGHI Nicolo,ITA,2021,58.28
18,0 days 00:00:58.290000,[0],Men 100 Breaststroke,MARTINENGHI Nicolo,ITA,2021,58.29
19,0 days 00:00:58.330000,,Men 100 Breaststroke,MARTINENGHI Nicolo,ITA,2021,58.33
20,0 days 00:00:58.370000,[0],Men 100 Breaststroke,MARTINENGHI Nicolo,ITA,2021,58.37
21,0 days 00:00:58.400000,,Men 100 Breaststroke,KAMMINGA Arno,NED,2021,58.4
22,0 days 00:00:58.450000,,Men 100 Breaststroke,MARTINENGHI Nicolo,ITA,2021,58.45
