rank,time,records,disciplineName,fullName,participantCountryCode,year,time_seconds
1,0 days 00:00:24.470000,,Women 50 Freestyle,DE BRUIJN Inge,NED,2003,24.47
2,0 days 00:00:24.750000,,Women 50 Freestyle,DE BRUIJN Inge,NED,2003,24.75
3,0 days 00:00:25.070000,,Women 50 Freestyle,MILLS Alice,AUS,2003,25.07
4,0 days 00:00:25.080000,,Women 50 Freestyle,LENTON Libby,AUS,2003,25.08
4,0 days 00:00:25.080000,,Women 50 Freestyle,LENTON Libby,AUS,2003,25.08
6,0 days 00:00:25.090000,,Women 50 Freestyle,THOMPSON Jenny,USA,2003,25.09
7,0 days 00:00:25.100000,,Women 50 Freestyle,THOMPSON Jenny,USA,2003,25.1
8,0 days 00:00:25.140000,,Women 50 Freestyle,VOLKER Sandra,GER,2003,25.14
8,0 days 00:00:25.140000,,Women 50 Freestyle,MILLS Alice,AUS,2003,25.14
10,0 days 00:00:25.160000,,Women 50 Freestyle,SHEPPARD Alison,GBR,2003,25.16
11,0 days 00:00:25.170000,,Women 50 Freestyle,MORAVCOVA Martina,SVK,2003,25.17
12,0 days 00:00:25.240000,"[0, 16]",Women 50 Freestyle,JOYCE Kara Lynn,USA,2003,25.24
13,0 days 00:00:25.260000,,Women 50 Freestyle,DE BRUIJN Inge,NED,2003,25.26
14,0 days 00:00:25.270000,,Women 50 Freestyle,VELDHUIS Magdalena,NED,2003,25.27
14,0 days 00:00:25.270000,,Women 50 Freestyle,THOMPSON Jenny,USA,2003,25.27
16,0 days 00:00:25.290000,"[0, 16]",Women 50 Freestyle,JOYCE Kara Lynn,USA,2003,25.29
17,0 days 00:00:25.300000,,Women 50 Freestyle,KHAKHLOVA Sviatlana,BLR,2003,25.3
18,0 days 00:00:25.320000,,Women 50 Freestyle,MILLS Alice,AUS,2003,25.32
19,0 days 00:00:25.340000,,Women 50 Freestyle,VOLKER Sandra,GER,2003,25.34
20,0 days 00:00:25.350000,,Women 50 Freestyle,MORAVCOVA Martina,SVK,2003,25.35
21,0 days 00:00:25.360000,,Women 50 Freestyle,SHEPPARD Alison,GBR,2003,25.36
22,0 days 00:00:25.390000,,Women 50 Freestyle,SEPPALA Hanna-Maria,FIN,2003,25.39
23,0 days 00:00:25.430000,,Women 50 Freestyle,VELDHUIS Magdalena,NED,2003,25.43
24,0 days 00:00:25.440000,,Women 50 Freestyle,DELAROLI-CAZZIOLATO Flavia,BRA,2003,25.44
25,0 days 00:00:25.460000,,Women 50 Freestyle,ALSHAMMAR Therese,SWE,2003,25.46
25,0 days 00:00:25.460000,,Women 50 Freestyle,SEPPALA Hanna-Maria,FIN,2003,25.46
25,0 days 00:00:25.460000,,Women 50 Freestyle,ALSHAMMAR Therese,SWE,2003,25.46
28,0 days 00:00:25.490000,,Women 50 Freestyle,VELDHUIS Magdalena,NED,2003,25.49
28,0 days 00:00:25.490000,,Women 50 Freestyle,MUKOMOL Olga,UKR,2003,25.49
30,0 days 00:00:25.520000,,Women 50 Freestyle,COPE Haley,USA,2003,25.52
31,0 days 00:00:25.530000,,Women 50 Freestyle,KHAKHLOVA Sviatlana,BLR,2003,25.53
32,0 days 00:00:25.560000,,Women 50 Freestyle,COPE Haley,USA,2003,25.56
33,0 days 00:00:25.570000,,Women 50 Freestyle,MUKOMOL Olga,UKR,2003,25.57
34,0 days 00:00:25.600000,,Women 50 Freestyle,KAMMERLING Anna-Karin,SWE,2003,25.6
35,0 days 00:00:25.620000,,Women 50 Freestyle,COPARROPA Eileen,PAN,2003,25.62
36,0 days 00:00:25.670000,,Women 50 Freestyle,PALOMO Ana Belen,ESP,2003,25.67
37,0 days 00:00:25.690000,,Women 50 Freestyle,DELAROLI-CAZZIOLATO Flavia,BRA,2003,25.69
37,0 days 00:00:25.690000,,Women 50 Freestyle,VOLKER Sandra,GER,2003,25.69
39,0 days 00:00:25.700000,,Women 50 Freestyle,GOETZ Daniela,GER,2003,25.7
40,0 days 00:00:25.710000,,Women 50 Freestyle,GOETZ Daniela,GER,2003,25.71
41,0 days 00:00:25.720000,,Women 50 Freestyle,MORAVCOVA Martina,SVK,2003,25.72
42,0 days 00:00:25.760000,,Women 50 Freestyle,LENTON Libby,AUS,2003,25.76
43,0 days 00:00:25.770000,,Women 50 Freestyle,SEMECO Arlene,VEN,2003,25.77
44,0 days 00:00:25.780000,,Women 50 Freestyle,GOETZ Daniela,GER,2003,25.78
45,0 days 00:00:25.790000,,Women 50 Freestyle,KHAKHLOVA Sviatlana,BLR,2003,25.79
45,0 days 00:00:25.790000,,Women 50 Freestyle,KAMMERLING Anna-Karin,SWE,2003,25.79
47,0 days 00:00:25.840000,,Women 50 Freestyle,LANNE Colleen,USA,2003,25.84
47,0 days 00:00:25.840000,,Women 50 Freestyle,PALOMO Ana Belen,ESP,2003,25.84
49,0 days 00:00:25.850000,,Women 50 Freestyle,COPARROPA Eileen,PAN,2003,25.85
50,0 days 00:00:25.880000,,Women 50 Freestyle,MUKOMOL Olga,UKR,2003,25.88
1,0 days 00:00:54.370000,,Women 100 Freestyle,SEPPALA Hanna-Maria,FIN,2003,54.37
2,0 days 00:00:54.460000,,Women 100 Freestyle,WEIR Amanda,USA,2003,54.46
3,0 days 00:00:54.480000,,Women 100 Freestyle,SEPPALA Hanna-Maria,FIN,2003,54.48
4,0 days 00:00:54.580000,,Women 100 Freestyle,HENRY Jodie,AUS,2003,54.58
5,0 days 00:00:54.640000,,Women 100 Freestyle,COUGHLIN Natalie,USA,2003,54.64
5,0 days 00:00:54.640000,,Women 100 Freestyle,LENTON Libby,AUS,2003,54.64
7,0 days 00:00:54.650000,,Women 100 Freestyle,THOMPSON Jenny,USA,2003,54.65
8,0 days 00:00:54.780000,,Women 100 Freestyle,HENRY Jodie,AUS,2003,54.78
9,0 days 00:00:54.790000,,Women 100 Freestyle,POPCHANKA Alena,BLR,2003,54.79
10,0 days 00:00:54.810000,,Women 100 Freestyle,THOMPSON Jenny,USA,2003,54.81
11,0 days 00:00:54.820000,,Women 100 Freestyle,LENTON Libby,AUS,2003,54.82
11,0 days 00:00:54.820000,,Women 100 Freestyle,SEPPALA Hanna-Maria,FIN,2003,54.82
13,0 days 00:00:54.830000,,Women 100 Freestyle,THOMPSON Jenny,USA,2003,54.83
14,0 days 00:00:54.860000,,Women 100 Freestyle,MORAVCOVA Martina,SVK,2003,54.86
15,0 days 00:00:54.910000,,Women 100 Freestyle,BUSCHSCHULTE Antje,GER,2003,54.91
16,0 days 00:00:54.920000,,Women 100 Freestyle,LENTON Libby,AUS,2003,54.92
17,0 days 00:00:54.980000,,Women 100 Freestyle,LENTON Libby,AUS,2003,54.98
18,0 days 00:00:55,,Women 100 Freestyle,MORAVCOVA Martina,SVK,2003,55.0
19,0 days 00:00:55.040000,,Women 100 Freestyle,VELDHUIS Magdalena,NED,2003,55.04
20,0 days 00:00:55.130000,,Women 100 Freestyle,POPCHANKA Alena,BLR,2003,55.13
21,0 days 00:00:55.170000,,Women 100 Freestyle,VELDHUIS Magdalena,NED,2003,55.17
21,0 days 00:00:55.170000,,Women 100 Freestyle,VELDHUIS Magdalena,NED,2003,55.17
23,0 days 00:00:55.190000,,Women 100 Freestyle,MORAVCOVA Martina,SVK,2003,55.19
24,0 days 00:00:55.200000,,Women 100 Freestyle,BUSCHSCHULTE Antje,GER,2003,55.2
25,0 days 00:00:55.230000,,Women 100 Freestyle,GROOT Chantal,NED,2003,55.23
26,0 days 00:00:55.350000,,Women 100 Freestyle,CHENG Jiaru,CHN,2003,55.35
27,0 days 00:00:55.370000,,Women 100 Freestyle,HENRY Jodie,AUS,2003,55.37
28,0 days 00:00:55.390000,,Women 100 Freestyle,DALLMANN Petra,GER,2003,55.39
29,0 days 00:00:55.440000,,Women 100 Freestyle,LENTON Libby,AUS,2003,55.44
30,0 days 00:00:55.450000,,Women 100 Freestyle,MARSHALL Melanie,GBR,2003,55.45
31,0 days 00:00:55.510000,,Women 100 Freestyle,DALLMANN Petra,GER,2003,55.51
32,0 days 00:00:55.610000,,Women 100 Freestyle,SHEALY Courtney,USA,2003,55.61
33,0 days 00:00:55.630000,,Women 100 Freestyle,NAGAI Tomoko,JPN,2003,55.63
34,0 days 00:00:55.640000,,Women 100 Freestyle,GOETZ Daniela,GER,2003,55.64
35,0 days 00:00:55.670000,,Women 100 Freestyle,LILLHAGE Josefin,SWE,2003,55.67
36,0 days 00:00:55.680000,,Women 100 Freestyle,LILLHAGE Josefin,SWE,2003,55.68
37,0 days 00:00:55.710000,,Women 100 Freestyle,RYU Yoon-Ji,KOR,2003,55.71
38,0 days 00:00:55.720000,,Women 100 Freestyle,YANG Yu,CHN,2003,55.72
39,0 days 00:00:55.780000,,Women 100 Freestyle,GROOT Chantal,NED,2003,55.78
40,0 days 00:00:55.800000,,Women 100 Freestyle,DALLMANN Petra,GER,2003,55.8
41,0 days 00:00:55.820000,,Women 100 Freestyle,POPCHANKA Alena,BLR,2003,55.82
42,0 days 00:00:55.850000,,Women 100 Freestyle,MEISSNER Katrin,GER,2003,55.85
43,0 days 00:00:55.860000,,Women 100 Freestyle,DALLMANN Petra,GER,2003,55.86
44,0 days 00:00:55.880000,,Women 100 Freestyle,XU Yanwei,CHN,2003,55.88
45,0 days 00:00:55.890000,,Women 100 Freestyle,GOETZ Daniela,GER,2003,55.89
46,0 days 00:00:55.910000,,Women 100 Freestyle,SHEALY Courtney,USA,2003,55.91
47,0 days 00:00:55.920000,[0],Women 100 Freestyle,SZIGETI Florencia,ARG,2003,55.92
47,0 days 00:00:55.920000,,Women 100 Freestyle,SWINDLE Christina,USA,2003,55.92
49,0 days 00:00:55.940000,,Women 100 Freestyle,YANG Yu,CHN,2003,55.94
50,0 days 00:00:55.950000,,Women 100 Freestyle,BUSCHSCHULTE Antje,GER,2003,55.95
1,0 days 00:01:57.410000,,Women 200 Freestyle,BENKO Lindsay,USA,2003,117.41
2,0 days 00:01:58.320000,,Women 200 Freestyle,POPCHANKA Alena,BLR,2003,118.32
3,0 days 00:01:58.440000,,Women 200 Freestyle,MORAVCOVA Martina,SVK,2003,118.44
4,0 days 00:01:58.540000,,Women 200 Freestyle,YANG Yu,CHN,2003,118.54
5,0 days 00:01:58.840000,,Women 200 Freestyle,BENKO Lindsay,USA,2003,118.84
6,0 days 00:01:59.030000,"[0, 16]",Women 200 Freestyle,KLOCHKOVA Yana,UKR,2003,119.03
7,0 days 00:01:59.060000,,Women 200 Freestyle,GRAHAM Elka,AUS,2003,119.06
8,0 days 00:01:59.130000,,Women 200 Freestyle,BENKO Lindsay,USA,2003,119.13
9,0 days 00:01:59.270000,,Women 200 Freestyle,FIGUES Solenne,FRA,2003,119.27
9,0 days 00:01:59.270000,,Women 200 Freestyle,BENKO Lindsay,USA,2003,119.27
11,0 days 00:01:59.280000,,Women 200 Freestyle,LILLHAGE Josefin,SWE,2003,119.28
12,0 days 00:01:59.370000,,Women 200 Freestyle,GRAHAM Elka,AUS,2003,119.37
13,0 days 00:01:59.380000,,Women 200 Freestyle,FIGUES Solenne,FRA,2003,119.38
14,0 days 00:01:59.460000,,Women 200 Freestyle,GRAHAM Elka,AUS,2003,119.46
15,0 days 00:01:59.500000,,Women 200 Freestyle,POPCHANKA Alena,BLR,2003,119.5
16,0 days 00:01:59.510000,,Women 200 Freestyle,YANG Yu,CHN,2003,119.51
17,0 days 00:01:59.620000,,Women 200 Freestyle,LILLHAGE Josefin,SWE,2003,119.62
18,0 days 00:01:59.660000,,Women 200 Freestyle,FIGUES Solenne,FRA,2003,119.66
19,0 days 00:01:59.760000,,Women 200 Freestyle,JEFFREY Rhiannon,USA,2003,119.76
20,0 days 00:01:59.790000,,Women 200 Freestyle,MORAVCOVA Martina,SVK,2003,119.79
21,0 days 00:01:59.800000,,Women 200 Freestyle,VOLLMER Dana,USA,2003,119.8
22,0 days 00:01:59.810000,,Women 200 Freestyle,JEFFREY Rhiannon,USA,2003,119.81
23,0 days 00:01:59.930000,[0],Women 200 Freestyle,DIMOSCHAKI Zoi,GRE,2003,119.93
24,0 days 00:02:00.200000,,Women 200 Freestyle,LEGG Karen,GBR,2003,120.2
25,0 days 00:02:00.320000,,Women 200 Freestyle,XU Yanwei,CHN,2003,120.32
25,0 days 00:02:00.320000,,Women 200 Freestyle,YANG Yu,CHN,2003,120.32
27,0 days 00:02:00.330000,,Women 200 Freestyle,LILLHAGE Josefin,SWE,2003,120.33
28,0 days 00:02:00.350000,,Women 200 Freestyle,ZHOU Yafei,CHN,2003,120.35
29,0 days 00:02:00.360000,,Women 200 Freestyle,GRAHAM Elka,AUS,2003,120.36
30,0 days 00:02:00.410000,,Women 200 Freestyle,MARSHALL Melanie,GBR,2003,120.41
31,0 days 00:02:00.460000,,Women 200 Freestyle,FIGUES Solenne,FRA,2003,120.46
31,0 days 00:02:00.460000,,Women 200 Freestyle,POPCHANKA Alena,BLR,2003,120.46
33,0 days 00:02:00.550000,,Women 200 Freestyle,MORAVCOVA Martina,SVK,2003,120.55
34,0 days 00:02:00.560000,,Women 200 Freestyle,HILL Elizabeth,USA,2003,120.56
35,0 days 00:02:00.620000,,Women 200 Freestyle,NAGAI Tomoko,JPN,2003,120.62
36,0 days 00:02:00.660000,,Women 200 Freestyle,JEFFREY Rhiannon,USA,2003,120.66
37,0 days 00:02:00.720000,,Women 200 Freestyle,JEFFREY Rhiannon,USA,2003,120.72
38,0 days 00:02:00.760000,,Women 200 Freestyle,PANG Jiaying,CHN,2003,120.76
39,0 days 00:02:00.820000,,Women 200 Freestyle,XU Yanwei,CHN,2003,120.82
40,0 days 00:02:00.890000,,Women 200 Freestyle,PICKERING Karen,GBR,2003,120.89
41,0 days 00:02:00.990000,,Women 200 Freestyle,ROUBA Tatiana,ESP,2003,120.99
42,0 days 00:02:01.030000,,Women 200 Freestyle,XU Yanwei,CHN,2003,121.03
43,0 days 00:02:01.050000,,Women 200 Freestyle,MARSHALL Melanie,GBR,2003,121.05
44,0 days 00:02:01.080000,,Women 200 Freestyle,VELDHUIS Magdalena,NED,2003,121.08
45,0 days 00:02:01.090000,,Women 200 Freestyle,DIMOSCHAKI Zoi,GRE,2003,121.09
46,0 days 00:02:01.170000,,Women 200 Freestyle,BROCHADO Mariana,BRA,2003,121.17
47,0 days 00:02:01.200000,,Women 200 Freestyle,DALLMANN Petra,GER,2003,121.2
48,0 days 00:02:01.210000,,Women 200 Freestyle,PARSHINA Daria,RUS,2003,121.21
49,0 days 00:02:01.250000,,Women 200 Freestyle,REIMER Brittany,CAN,2003,121.25
50,0 days 00:02:01.280000,,Women 200 Freestyle,DIMOSCHAKI Zoi,GRE,2003,121.28
1,0 days 00:01:00.330000,,Women 100 Backstroke,BUSCHSCHULTE Antje,GER,2003,60.33
2,0 days 00:01:00.500000,,Women 100 Backstroke,BUSCHSCHULTE Antje,GER,2003,60.5
3,0 days 00:01:00.610000,,Women 100 Backstroke,BUSCHSCHULTE Antje,GER,2003,60.61
4,0 days 00:01:00.740000,,Women 100 Backstroke,ZHIVANEVSKAYA Nina,ESP,2003,60.74
5,0 days 00:01:00.860000,,Women 100 Backstroke,SEXTON Katy,GBR,2003,60.86
5,0 days 00:01:00.860000,,Women 100 Backstroke,ORNSTEDT Louise,DEN,2003,60.86
7,0 days 00:01:01.160000,,Women 100 Backstroke,BUSCHSCHULTE Antje,GER,2003,61.16
8,0 days 00:01:01.180000,,Women 100 Backstroke,ZHIVANEVSKAYA Nina,ESP,2003,61.18
8,0 days 00:01:01.180000,,Women 100 Backstroke,NAKAMURA Mai,JPN,2003,61.18
8,0 days 00:01:01.180000,,Women 100 Backstroke,ZHIVANEVSKAYA Nina,ESP,2003,61.18
11,0 days 00:01:01.320000,,Women 100 Backstroke,SEXTON Katy,GBR,2003,61.32
12,0 days 00:01:01.340000,,Women 100 Backstroke,NAKAMURA Mai,JPN,2003,61.34
13,0 days 00:01:01.360000,,Women 100 Backstroke,KOMAROVA Stanislava,RUS,2003,61.36
14,0 days 00:01:01.390000,,Women 100 Backstroke,AMSHENNIKOVA Iryna,UKR,2003,61.39
15,0 days 00:01:01.410000,,Women 100 Backstroke,NAKAMURA Reiko,JPN,2003,61.41
16,0 days 00:01:01.420000,,Women 100 Backstroke,KOMAROVA Stanislava,RUS,2003,61.42
17,0 days 00:01:01.430000,,Women 100 Backstroke,AMSHENNIKOVA Iryna,UKR,2003,61.43
18,0 days 00:01:01.440000,,Women 100 Backstroke,KOMAROVA Stanislava,RUS,2003,61.44
19,0 days 00:01:01.470000,,Women 100 Backstroke,NAKAMURA Mai,JPN,2003,61.47
20,0 days 00:01:01.510000,,Women 100 Backstroke,NAKAMURA Mai,JPN,2003,61.51
21,0 days 00:01:01.570000,,Women 100 Backstroke,NAKAMURA Reiko,JPN,2003,61.57
22,0 days 00:01:01.590000,,Women 100 Backstroke,ORNSTEDT Louise,DEN,2003,61.59
23,0 days 00:01:01.610000,,Women 100 Backstroke,BUSCHSCHULTE Antje,GER,2003,61.61
23,0 days 00:01:01.610000,,Women 100 Backstroke,PRICE Sarah,GBR,2003,61.61
25,0 days 00:01:01.630000,,Women 100 Backstroke,PRICE Sarah,GBR,2003,61.63
26,0 days 00:01:01.640000,,Women 100 Backstroke,NAKAMURA Reiko,JPN,2003,61.64
27,0 days 00:01:01.740000,,Women 100 Backstroke,HLAVACKOVA Ilona,CZE,2003,61.74
28,0 days 00:01:01.750000,,Women 100 Backstroke,ROONEY Giaan,AUS,2003,61.75
29,0 days 00:01:01.780000,,Women 100 Backstroke,ZHAN Shu,CHN,2003,61.78
29,0 days 00:01:01.780000,,Women 100 Backstroke,SEXTON Katy,GBR,2003,61.78
31,0 days 00:01:01.860000,,Women 100 Backstroke,ZHAN Shu,CHN,2003,61.86
32,0 days 00:01:01.900000,,Women 100 Backstroke,AMSHENNIKOVA Iryna,UKR,2003,61.9
33,0 days 00:01:01.960000,,Women 100 Backstroke,SEXTON Katy,GBR,2003,61.96
34,0 days 00:01:02.120000,,Women 100 Backstroke,COPE Haley,USA,2003,62.12
35,0 days 00:01:02.150000,,Women 100 Backstroke,MCLEAN Hannah,NZL,2003,62.15
36,0 days 00:01:02.180000,,Women 100 Backstroke,NAKAMURA Reiko,JPN,2003,62.18
37,0 days 00:01:02.210000,,Women 100 Backstroke,PRICE Sarah,GBR,2003,62.21
38,0 days 00:01:02.230000,,Women 100 Backstroke,ORNSTEDT Louise,DEN,2003,62.23
39,0 days 00:01:02.260000,,Women 100 Backstroke,COUGHLIN Natalie,USA,2003,62.26
40,0 days 00:01:02.310000,,Women 100 Backstroke,ZHAN Shu,CHN,2003,62.31
41,0 days 00:01:02.370000,,Women 100 Backstroke,MACMANUS Diana,USA,2003,62.37
42,0 days 00:01:02.420000,,Women 100 Backstroke,MARSHALL Melanie,GBR,2003,62.42
42,0 days 00:01:02.420000,,Women 100 Backstroke,MANAUDOU Laure,FRA,2003,62.42
44,0 days 00:01:02.430000,,Women 100 Backstroke,TERAKAWA Aya,JPN,2003,62.43
44,0 days 00:01:02.430000,,Women 100 Backstroke,BARON Esther,FRA,2003,62.43
44,0 days 00:01:02.430000,,Women 100 Backstroke,HLAVACKOVA Ilona,CZE,2003,62.43
47,0 days 00:01:02.460000,,Women 100 Backstroke,CAPPA Alessandra,ITA,2003,62.46
48,0 days 00:01:02.470000,,Women 100 Backstroke,JOVANOVIC Sanja,CRO,2003,62.47
48,0 days 00:01:02.470000,,Women 100 Backstroke,MCLEAN Hannah,NZL,2003,62.47
50,0 days 00:01:02.490000,,Women 100 Backstroke,NAKAMURA Reiko,JPN,2003,62.49
1,0 days 00:02:08.740000,,Women 200 Backstroke,SEXTON Katy,GBR,2003,128.74
2,0 days 00:02:09.240000,,Women 200 Backstroke,HOELZER Margaret,USA,2003,129.24
3,0 days 00:02:09.390000,,Women 200 Backstroke,KOMAROVA Stanislava,RUS,2003,129.39
4,0 days 00:02:10.170000,,Women 200 Backstroke,KOMAROVA Stanislava,RUS,2003,130.17
5,0 days 00:02:10.470000,,Women 200 Backstroke,SEXTON Katy,GBR,2003,130.47
6,0 days 00:02:10.820000,,Women 200 Backstroke,AMSHENNIKOVA Iryna,UKR,2003,130.82
7,0 days 00:02:10.950000,,Women 200 Backstroke,ITO Hanae,JPN,2003,130.95
8,0 days 00:02:10.980000,,Women 200 Backstroke,KOMAROVA Stanislava,RUS,2003,130.98
9,0 days 00:02:11.080000,,Women 200 Backstroke,AMSHENNIKOVA Iryna,UKR,2003,131.08
10,0 days 00:02:11.130000,,Women 200 Backstroke,ITO Hanae,JPN,2003,131.13
11,0 days 00:02:11.380000,,Women 200 Backstroke,HOELZER Margaret,USA,2003,131.38
12,0 days 00:02:11.690000,,Women 200 Backstroke,PRICE Sarah,GBR,2003,131.69
13,0 days 00:02:11.930000,,Women 200 Backstroke,AMSHENNIKOVA Iryna,UKR,2003,131.93
14,0 days 00:02:12.150000,,Women 200 Backstroke,HETZER Nicole,GER,2003,132.15
15,0 days 00:02:12.170000,,Women 200 Backstroke,NAKAMURA Reiko,JPN,2003,132.17
16,0 days 00:02:12.220000,,Women 200 Backstroke,PROUD Stephanie,GBR,2003,132.22
17,0 days 00:02:12.350000,,Women 200 Backstroke,HOELZER Margaret,USA,2003,132.35
18,0 days 00:02:12.360000,,Women 200 Backstroke,FRATESI Jennifer,CAN,2003,132.36
19,0 days 00:02:12.530000,,Women 200 Backstroke,FRATESI Jennifer,CAN,2003,132.53
20,0 days 00:02:12.600000,,Women 200 Backstroke,BARON Esther,FRA,2003,132.6
21,0 days 00:02:12.720000,,Women 200 Backstroke,FRATESI Jennifer,CAN,2003,132.72
22,0 days 00:02:12.790000,,Women 200 Backstroke,TERAKAWA Aya,JPN,2003,132.79
23,0 days 00:02:12.820000,,Women 200 Backstroke,HETZER Nicole,GER,2003,132.82
23,0 days 00:02:12.820000,,Women 200 Backstroke,PRICE Sarah,GBR,2003,132.82
25,0 days 00:02:13.010000,,Women 200 Backstroke,ITO Hanae,JPN,2003,133.01
26,0 days 00:02:13.090000,,Women 200 Backstroke,TERAKAWA Aya,JPN,2003,133.09
27,0 days 00:02:13.210000,,Women 200 Backstroke,TERAKAWA Aya,JPN,2003,133.21
28,0 days 00:02:13.320000,,Women 200 Backstroke,KEJZAR Alenka,SLO,2003,133.32
29,0 days 00:02:13.390000,,Women 200 Backstroke,MCLEAN Hannah,NZL,2003,133.39
30,0 days 00:02:13.500000,,Women 200 Backstroke,KEJZAR Alenka,SLO,2003,133.5
31,0 days 00:02:13.570000,,Women 200 Backstroke,SEXTON Katy,GBR,2003,133.57
32,0 days 00:02:13.780000,,Women 200 Backstroke,PRICE Sarah,GBR,2003,133.78
32,0 days 00:02:13.780000,,Women 200 Backstroke,ADCOCK Frances,AUS,2003,133.78
34,0 days 00:02:13.820000,[0],Women 200 Backstroke,VOLCAN SMITH Erin Nicole,VEN,2003,133.82
35,0 days 00:02:13.890000,,Women 200 Backstroke,REID Jamie Leigh,USA,2003,133.89
36,0 days 00:02:14.360000,,Women 200 Backstroke,BARON Esther,FRA,2003,134.36
37,0 days 00:02:14.370000,,Women 200 Backstroke,ORNSTEDT Louise,DEN,2003,134.37
38,0 days 00:02:14.380000,,Women 200 Backstroke,MCLEAN Hannah,NZL,2003,134.38
39,0 days 00:02:14.580000,,Women 200 Backstroke,CARMAN Anja,SLO,2003,134.58
40,0 days 00:02:14.610000,,Women 200 Backstroke,ORNSTEDT Louise,DEN,2003,134.61
41,0 days 00:02:14.750000,,Women 200 Backstroke,JOVANOVIC Sanja,CRO,2003,134.75
42,0 days 00:02:14.900000,,Women 200 Backstroke,HETZER Nicole,GER,2003,134.9
43,0 days 00:02:14.910000,,Women 200 Backstroke,CARMAN Anja,SLO,2003,134.91
44,0 days 00:02:14.920000,,Women 200 Backstroke,COVENTRY Kirsty,ZIM,2003,134.92
45,0 days 00:02:15.150000,,Women 200 Backstroke,ALTMANN Romy,RSA,2003,135.15
46,0 days 00:02:15.200000,,Women 200 Backstroke,COVENTRY Kirsty,ZIM,2003,135.2
47,0 days 00:02:15.250000,,Women 200 Backstroke,CORFE Melissa,RSA,2003,135.25
48,0 days 00:02:15.390000,,Women 200 Backstroke,MACMANUS Diana,USA,2003,135.39
49,0 days 00:02:15.430000,,Women 200 Backstroke,JOVANOVIC Sanja,CRO,2003,135.43
50,0 days 00:02:15.460000,,Women 200 Backstroke,FARRELL Maureen,USA,2003,135.46
1,0 days 00:01:06.370000,"[0, 1]",Women 100 Breaststroke,JONES Leisel,AUS,2003,66.37
2,0 days 00:01:06.800000,,Women 100 Breaststroke,LUO Xuejuan,CHN,2003,66.8
3,0 days 00:01:07.420000,,Women 100 Breaststroke,BEARD Amanda,USA,2003,67.42
4,0 days 00:01:07.450000,"[0, 16]",Women 100 Breaststroke,LUO Xuejuan,CHN,2003,67.45
5,0 days 00:01:07.470000,,Women 100 Breaststroke,JONES Leisel,AUS,2003,67.47
6,0 days 00:01:07.570000,,Women 100 Breaststroke,BEARD Amanda,USA,2003,67.57
7,0 days 00:01:07.750000,,Women 100 Breaststroke,JONES Leisel,AUS,2003,67.75
8,0 days 00:01:07.760000,,Women 100 Breaststroke,LUO Xuejuan,CHN,2003,67.76
9,0 days 00:01:07.880000,,Women 100 Breaststroke,POEWE Sarah,GER,2003,67.88
10,0 days 00:01:08.060000,,Women 100 Breaststroke,POEWE Sarah,GER,2003,68.06
11,0 days 00:01:08.150000,,Women 100 Breaststroke,BEARD Amanda,USA,2003,68.15
12,0 days 00:01:08.240000,,Women 100 Breaststroke,KIRK Tara,USA,2003,68.24
13,0 days 00:01:08.250000,,Women 100 Breaststroke,HANSON Brooke,AUS,2003,68.25
14,0 days 00:01:08.300000,,Women 100 Breaststroke,KIRK Tara,USA,2003,68.3
15,0 days 00:01:08.480000,,Women 100 Breaststroke,HANSON Brooke,AUS,2003,68.48
16,0 days 00:01:08.550000,,Women 100 Breaststroke,HANSON Brooke,AUS,2003,68.55
17,0 days 00:01:08.720000,,Women 100 Breaststroke,POEWE Sarah,GER,2003,68.72
18,0 days 00:01:08.760000,,Women 100 Breaststroke,QI Hui,CHN,2003,68.76
18,0 days 00:01:08.760000,,Women 100 Breaststroke,JUKIC Mirna,AUT,2003,68.76
20,0 days 00:01:08.860000,,Women 100 Breaststroke,JUKIC Mirna,AUT,2003,68.86
21,0 days 00:01:08.880000,,Women 100 Breaststroke,LUO Xuejuan,CHN,2003,68.88
22,0 days 00:01:08.950000,,Women 100 Breaststroke,JONES Leisel,AUS,2003,68.95
23,0 days 00:01:09,,Women 100 Breaststroke,BERNHARDT Vipa,GER,2003,69.0
24,0 days 00:01:09.010000,,Women 100 Breaststroke,STITTS Staciana,USA,2003,69.01
25,0 days 00:01:09.250000,,Women 100 Breaststroke,LEIER Rhiannon,CAN,2003,69.25
26,0 days 00:01:09.320000,,Women 100 Breaststroke,STITTS Staciana,USA,2003,69.32
27,0 days 00:01:09.370000,,Women 100 Breaststroke,LEIER Rhiannon,CAN,2003,69.37
28,0 days 00:01:09.390000,,Women 100 Breaststroke,LEIER Rhiannon,CAN,2003,69.39
29,0 days 00:01:09.420000,,Women 100 Breaststroke,TANAKA Masami,JPN,2003,69.42
30,0 days 00:01:09.430000,,Women 100 Breaststroke,JUKIC Mirna,AUT,2003,69.43
31,0 days 00:01:09.500000,,Women 100 Breaststroke,BERNHARDT Vipa,GER,2003,69.5
32,0 days 00:01:09.610000,,Women 100 Breaststroke,HAYWOOD Kate,GBR,2003,69.61
33,0 days 00:01:09.690000,,Women 100 Breaststroke,BAANS Madelon,NED,2003,69.69
34,0 days 00:01:09.700000,,Women 100 Breaststroke,LUO Xuejuan,CHN,2003,69.7
35,0 days 00:01:09.720000,,Women 100 Breaststroke,GENNER Rachel,GBR,2003,69.72
